vpdmfId	journalTitle	nlmId	abbr	ISSN
23810	Nutrients	101521595	Nutrients	XXXX-XXXX
23811	Notulae naturae of the Academy of Natural Sciences of Philadelphia	101521604	Not Nat Acad Nat Sci Philadelphia	0029-4608
23812	Dongbei lin ye da xue xue bao = Journal of North-East Forestry University	101521692	Dongbei Lin Ye Da Xue Xue Bao	1000-5382
23813	International journal of biology	101521700	Int J Biol	1916-9671
23814	Anhui nong ye da xue xue bao	101521774	Anhui Nong Ye Da Xue Xue Bao	1672-352X
23815	Botanica serbica	101521778	Bot Serb	1821-2158
23816	Sains Malaysiana	9880733	Sains Malays	0126-6039
23817	Lung India : official organ of Indian Chest Society	8405380	Lung India	0970-2113
23818	Indian journal of nephrology	8914356	Indian J Nephrol	0971-4065
23819	Immune network	101137270	Immune Netw	1598-2629
23820	Journal of conservative dentistry : JCD	101147009	J Conserv Dent	0972-0707
23821	Journal of Indian Society of Periodontology	101499342	J Indian Soc Periodontol	0972-124X
23822	Twentieth-century China = Er shi shi ji Zhongguo	101504315	Twent Century China	1521-5385
23823	Middle East African journal of ophthalmology	101521797	Middle East Afr J Ophthalmol	0974-9233
23824	Current research in bacteriology	101522031	Curr Res Bacteriol	1994-5426
23825	The social history of alcohol and drugs	101257917	Soc Hist Alcohol Drugs	1930-8418
23826	Historical studies in the natural sciences	101320234	Hist Stud Nat Sci	1939-1811
23827	NIWA information series	101522345	NIWA Inf Ser	1174-264X
23828	IEEE ... International Conference on Rehabilitation Robotics : [proceedings]	101260913	IEEE Int Conf Rehabil Robot	1945-7898
23829	Ticks and tick-borne diseases	101522599	Ticks Tick Borne Dis	1877-959X
23830	Neuroembryology and aging	101254078	Neuroembryology Aging	1661-3406
23831	Case reports in oncology	101517601	Case Rep Oncol	XXXX-XXXX
23832	Journal of the South Carolina Academy of Science	101522725	J S C Acad Sci	XXXX-XXXX
23833	Beagle : (Darwin)	101522910	Beagle (Darwin)	0811-3653
23834	Ardea	101523081	Ardea	0373-2266
23835	Lepidoptera novae	101523262	Lepid Novae	1941-1014
23836	Gredleriana	101523534	Gredleriana (Bolzano)	1593-5205
23837	Zhinitik-i nuvin	101523722	Zhinitik I Nuvin	2008-4439
23838	Mai lei zuo wu xue bao	101523724	Mai Lei Zuo Wu Xue Bao	1009-1041
23839	Journal of integrative bioinformatics	101503361	J Integr Bioinform	XXXX-XXXX
23840	Journal of cheminformatics	101516718	J Cheminform	XXXX-XXXX
23841	Experimental & translational stroke medicine	101519930	Exp Transl Stroke Med	XXXX-XXXX
23842	Biology and medicine (Aligarh)	101524053	Biol Med (Aligarh)	XXXX-XXXX
23843	Marine biodiversity : a journal of the Senckenberg Research Institute / Senckenberg Forschungsinstitut und Naturmudeum	101524051	Mar Biodivers	1867-1616
23844	Journal of medicinal plant research	101462355	J Med Plant Res	XXXX-XXXX
23845	Microbiology Indonesia	101524140	Microbiol Indones	1978-3477
23846	Journal of animal and veterinary advances : JAVA	101272524	J Anim Vet Adv	1680-5593
23847	Journal of pure & applied microbiology	101310551	J Pure Appl Microbiol	0973-7510
23848	Journal of power sources	101524266	J Power Sources	0378-7753
23849	Basic and applied ecology	101229731	Basic Appl Ecol	1439-1791
23850	Cytoskeleton (Hoboken, N.J.)	101523844	Cytoskeleton (Hoboken)	1949-3584
23851	Arthritis care & research	101518086	Arthritis Care Res (Hoboken)	2151-464X
23852	Case reports in gastroenterology	101474819	Case Rep Gastroenterol	XXXX-XXXX
23853	Case reports in dermatology	101517685	Case Rep Dermatol	XXXX-XXXX
23854	Case reports in neurology	101517693	Case Rep Neurol	XXXX-XXXX
23855	Fungal biology	101524465	Fungal Biol	1878-6146
23856	Tropical ecology	101524476	Trop Ecol	0564-3295
23857	Vestnik Tomskogo gosudarstvennogo universiteta	101524477	Vestn Tomsk Gos Univ	1561-7793
23858	The Hospital	0012036	Hosp (Lond 1886)	0267-6478
23859	Medicine today & tomorrow	0104251	Med Today Tomorrow	XXXX-XXXX
23860	Clinica (Valladolid, Spain)	0365551	Clinica (Valladolid)	0301-0392
23861	Securitas	0421526	Securitas (Roma)	0037-0657
23862	Revue de kinesitherapie	0421642	Rev Kinesither	0035-1172
23863	Proceedings, annual meeting - New Jersey Mosquito Extermination Association	7505904	Proc Annu Meet N J Mosqu Exterm Assoc	XXXX-XXXX
23864	Journal of the Entomological Society of Southern Africa	7509427	J Entomol Soc South Afr	0013-8789
23865	Army Medical Corps journal, India	7602332	Army Med Corps J India	0377-0397
23866	Monthly bulletin of the Bureau of Health / The Government of the Philippine Islands, Department of Public Instruction	9417156	Mon Bull Bur Health	XXXX-XXXX
23867	Mental hygiene survey / issued monthly by the State Hospital Board	9422194	Ment Hyg Surv	XXXX-XXXX
23868	Medical investigator (Louisville, Ky.)	9427363	Med Investig Louisville	XXXX-XXXX
23869	Internationales Archiv fur Ethnographie	9429694	Arch Int Ethnogr	0034-0030
23870	Proceedings [of the] annual meeting. American Student Health Association. Pacific Coast Section	14810090R	Proc Annu Meet Am Stud Health Assoc Pac Coast Sect	XXXX-XXXX
23871	Revista de la Administracion Nacional del Agua. Argentina. Administracion Nacional del Agua	15240310R	Rev Adm Nac Agua	XXXX-XXXX
23872	Blood donor. Bloedskenker	15620350R	Blood Donor	XXXX-XXXX
23873	Boletin. Clinica Luis Razetti, Caracas. Laboratorio	16040090R	Boletin Clin Luis Razetti Caracas	XXXX-XXXX
23874	Clinics	16240140R	Clinics	0097-3521
23875	Report of the proceedings of the ... convention ... Cremation Association of America	16430090R	Rep Proc Cremation Assoc Am	XXXX-XXXX
23876	Fisiologia e medicina	16930260R	Fisiol Med	0367-2328
23877	Gaceta peruana de cirugia y medicina	17030530R	Gac Peru Cir Med	XXXX-XXXX
23878	Gospital'noe delo	17140410R	Gosp Delo	XXXX-XXXX
23879	The Hospital magazine	17430040R	Hosp Mag	XXXX-XXXX
23880	Hygeia	17440350R	Hygeia	0096-1876
23881	The Journal of medico-physical research ...	17920140R	J Med Phys Res	XXXX-XXXX
23882	King's College Hospital gazette. Clinical supplement	18130420R	Kings Coll Hosp Gaz Clin Suppl	XXXX-XXXX
23883	MSN; monthly science news	18410160R	MSN Mon Sci News	XXXX-XXXX
23884	Journal. Hotel-Dieu de Montreal	18820610R	J Hotel Dieu Montreal	0368-2366
23885	News letter. National Council on Rehabilitation	18920510R	News Lett Natl Counc Rehabil	XXXX-XXXX
23886	Annals. Orgone Institute	19420590R	Ann Orgone Inst	XXXX-XXXX
23887	Bulletin. Oak Park, Ill. West Suburban Hospital	19310160R	Bull Oak Park Ill	XXXX-XXXX
23888	Pharmedical notes ...	19610610R	Pharmedical Notes	XXXX-XXXX
23889	Post-graduate course in ophthalmology; proceedings	19720360R	Postgraduate Course Ophthalmol	XXXX-XXXX
23890	Profilassi	19830140R	Profilassi	XXXX-XXXX
23891	Recovery journal	20030240R	Recovery J	XXXX-XXXX
23892	Quaderni medici	19940070R	Quadern Med	XXXX-XXXX
23893	Revista de medicina y cirugia de la Habana	20220110R	Rev Med Cir La Habana	XXXX-XXXX
23894	Collected papers of the Mayo Clinic and the Mayo Foundation. Mayo Clinic	20430380R	Collect Papers Mayo Clinic Mayo Found	0095-9677
23895	Studies from the Rockefeller institute for medical research. Reprints. Rockefeller Institute for Medical Research	20430540R	Stud Rockefeller Inst Med Res Repr	XXXX-XXXX
23896	La Sante de l'homme	20610090R	Sante Homme	0151-1998
23897	The Spastic review	20930400R	Spastic Rev	XXXX-XXXX
23898	Boletin de sanidad y asistencia publica. Dominican Republic. Secretaria de Sanidad y Asistencia Publica	23010040R	Bol Sanid Asist Publica	XXXX-XXXX
23899	Prevision social	22950660R	Previs Soc	XXXX-XXXX
23900	BuMed news letter	22420320R	BuMed News Lett	XXXX-XXXX
23901	The Reese record	52510870R	Reese Rec	XXXX-XXXX
23902	Perspectives on science : historical, philosophical, social	9888782	Perspect Sci	1063-6145
23903	Latvijas Zinatnu akademijas vestis. A dala, Socialas un humanitaras zinatnes = Proceedings of the Latvian Academy of Sciences. Section A	9892249	Latv Zinat Akad Vestis A Humanit Zinat	1407-0081
23904	Revista de antropologia social / Departamento de Antropologia Social, Facultad de Ciencias Politicas y Sociologia, Universidad Complutense de Madrid	101520811	Rev Antopol Soc	1131-558X
23905	Russian history. Histoire russe	101520911	Russ Hist (Pittsburgh)	0094-288X
23906	Revista istorica / Academia Romana, Institutul de Istorie "N. Iorga."	101520899	Rev Istor	1018-0443
23907	Scandinavian political studies	101520919	Scan Polit Stud	0080-6757
23908	Social politics	101520948	Soc Polit	1072-4745
23909	Shi jie li shi = Shi jie li shi	101520925	Shi Jie Li Shi	1002-011X
23910	Shirin (Kyoto, Japan)	101520940	Shirin (Kyoto 1916)	0386-9369
23911	Sport history review	101521056	Sport Hist Rev	1087-1659
23912	Studia hibernica	101521057	Stud Hibernica	0081-6477
23913	Studia historica. Ha. moderna	101521135	Stud Hist Ha Mod	0213-2079
23914	Studii si materiale de istorie medie. Institutul de Istorie (Academia Republicii Populare Romine)	101521137	Stud Mater Ist Medie	0567-6312
23915	Studi piemontesi	101521136	Studi Piemont	0392-7261
23916	Tempo (Rio de Janeiro, Brazil)	101521139	Tempo (Rio J)	1413-7704
23917	Turcica	101521142	Turcica (Paris)	0082-6847
23918	Trajecta	101521140	Trajecta (Leuven)	0778-8304
23919	Vostok (Moscow, Russia : 1991)	101521145	Vostok (Mosk)	0869-1908
23920	War in history	101521146	War Hist	0968-3445
23921	Women's writing : the Elizabethan to Victorian period	101521147	Womens Writ	0969-9082
23922	Li shi yu yan yan jiu suo ji kan / Guo li zhong yang yan jiu yuan	101521166	Li Shi Yu Yan Yan Jiu Suo Ji Kan	1012-4195
23923	Labour history review	101521417	Labour Hist Rev	0961-5652
23924	Latin American politics and society	101521419	Lat Am Polit Soc	1531-426X
23925	Lithuanian historical studies / Lithuanian Institute of History	101521425	Lith Hist Stud	1392-2343
23926	Lusotopie : enjeux contemporains dans les espaces lusophones	101521426	Lusotopie	1257-0273
23927	[Mediterranean studies]	101521428	Mediterr Stud (Kirksv Mo)	1074-164X
23928	Memoria y sociedad : revista del Departamento de Historia y Geografia	101521429	Mem Soc	0122-5197
23929	MHQ : the quarterly journal of military history	101521437	MHQ (NY NY)	1040-5992
23930	Middle East Studies Association bulletin	101521438	Middle East Stud Assoc Bull	0026-3184
23931	Militargeschichtliche Zeitschrift / herausgegeben vom Militargeschichtlichen Forschungsamt	101521439	Militargesch Z	XXXX-XXXX
23932	Ming studies	101521503	Ming Stud	0147-037X
23933	Min guo dang an / [Zhongguo di 2 li shi dang an guan]	101521504	Min Guo Dang An	1000-4491
23934	Modernism/modernity	101521546	Modmod (Baltim Md)	1071-6068
23935	Multunk : az MSZMP Kozponti Bizottsaga Parttorteneti Intezetenek folyoirata	101521552	Multunk	0864-960X
23936	Nederlandsch archief voor kerkgeschiedenis	101521621	Ned Arch Kerkgeschied	0028-2030
23937	Nationalism & ethnic politics	101521620	Nationalism Ethn Polit	1353-7113
23938	The New England journal of history / New England History Teachers Association	101521622	New Engl J Hist	XXXX-XXXX
23939	New theatre quarterly : NTQ	101521623	NTQ New Theatre Q	0266-464X
23940	Nghien cuu lich su	101521654	Nghien Cuu Lich Su	0866-7497
23941	Modern Italy : journal of the Association for the Study of Modern Italy	101521676	Mod Italy	1353-2944
23942	Povijesni prilozi	101521814	Povij Pril	0351-9767
23943	Prepodavanie istorii v shkole	101521835	Prepod Ist Sk	0132-0696
23944	Przeglad historyczno-oswiatowy	101521839	Prz Hist Osw	0033-2178
23945	Punjab journal of politics	101521841	Punjab J Polit	0253-3960
23946	Positions (Durham, N.C.)	101522728	Positions (Durh N C)	1067-9847
23947	Nordost-Archiv	101522918	Nordost Arch	0029-1595
23948	Relaciones (Colegio de Michoacan)	101522928	Relaciones (Zamora)	0185-3929
23949	Revista complutense de historia de America / Departamento de Historia de America I	101522930	Rev Complut Hist Am	1132-8312
23950	Revista critica de ciencias sociais	101522931	Rev Crit Cienc Sociais	XXXX-XXXX
23951	Nineteenth-century French studies	101522932	Ninet Century Fr Stud	0146-7891
23952	Nineteenth-century literature	101522934	Ninet Century Lit	XXXX-XXXX
23953	19th century music	101522936	19th Century Music	XXXX-XXXX
23954	The Northern mariner : journal of the Canadian Nautical Research Society = Le marin du nord : revue de Societe canadienne pour la recherche nautique	101522941	North Mar	1183-112X
23955	Nordisk ost-forum	101522939	Nordisk Ost Forum	0801-7220
23956	Northeast historical archaeology	101522940	Northeast Hist Archaeology	0048-0738
23957	Obradoiro de historia moderna / Universidade de Santiago de Compostela	101522943	Obradoiro Hist Mod	1133-0481
23958	Osterreichische Militarische Zeitschrift	101522944	Osterr Mil Z	0048-1440
23959	Osterreichische Zeitschrift fur Geschichtswissenschaften : OZG	101522956	Osterr Z Geschwiss	1016-765X
23960	Paideuma	101523010	Paideuma (Wiesb)	0078-7809
23961	Cold Spring Harbor protocols	101524530	Cold Spring Harb Protoc	1940-3402
23962	Mitteilungen der Munchner Entomologischen Gesellschaft. Munchner Entomologische Gesellschaft	101525133	Mitt Munch Entomol Ges	0340-4943
23963	Livestock science	101525137	Livest Sci	1871-1413
23964	International journal of nematology	101525149	Int J Nematol	1368-8774
23965	Hormone research in paediatrics	101525157	Horm Res Paediatr	1663-2818
23966	Primate conservation : the newsletter and journal of the IUCN/SSC Primate Specialist Group	101525362	Primate Conserv	0898-6207
23967	Proceedings of the annual meeting. American Student Health Association	0001626	Proc Annu Meet Am Stud Health Assoc	XXXX-XXXX
23968	Anales. Hospital Torcuato de Alvear, Buenos Aires. Ateneo de Patologia y Clinica Medica	0004254	An Hosp Alvear B Aires	XXXX-XXXX
23969	Bulletin. Massachusetts Dental Society	0017036	Bull Mass Dent Soc	XXXX-XXXX
23970	Revista militar de remonta e veterinaria	0024646	Rev Mil Remonta Vet	XXXX-XXXX
23971	The Western druggist	0031315	West Drug (Vanc)	0700-7248
23972	Revista medica xalapena	0037112	Rev Med Xalapena	XXXX-XXXX
23973	Anales. Escuela Nacional de Ciencias Biologicas (Mexico)	0137535	An Esc Nac Cienc Biol	0365-1932
23974	Gaceta medica	0152346	Gac Med Villahermosa	XXXX-XXXX
23975	Your health	0156007	Your Health (Salt Lake City)	XXXX-XXXX
23976	Annual report. New York (State). Department of Health. Division of Laboratories and Research	0211405	Annu Rep N Y State Dept Health Division Lab Res	XXXX-XXXX
23977	Guatemala medica	0370746	Guatem Med	XXXX-XXXX
23978	Indian medical record	0370752	Indian Med Rec	0019-5898
23979	Archivos de ginecologia y obstetricia	0373105	Arch Ginecol Obstet	0797-0803
23980	La Prensa medica	0376432	Prensa Med	XXXX-XXXX
23981	Optik	0401017	Optik (Stuttg)	0030-4026
23982	Notas quirurgicas del Sanatorio Deschamps	0401201	Notas Quir Sanat Deschamps	0369-5441
23983	Fontilles	0404426	Fontilles Rev Leprol	0367-2743
23984	Revista de la sanidad militar	0411344	Rev Sanid Mil (B Aires)	0302-5667
23985	The Medico-legal and criminological review	0412003	Med Leg Criminol Rev	0302-1637
23986	Biomedical imaging and intervention journal	101258681	Biomed Imaging Interv J	XXXX-XXXX
23987	Advances in cognitive psychology / University of Finance and Management in Warsaw	101283299	Adv Cogn Psychol	XXXX-XXXX
23988	International journal of shoulder surgery	101291740	Int J Shoulder Surg	XXXX-XXXX
23989	Gut and liver	101316452	Gut Liver	1976-2283
23990	Annals of pediatric cardiology	101495459	Ann Pediatr Cardiol	0974-2069
